廠商統編,廠商聯絡人,電話,日期,時段,採購單號,來源單號,主檔備註,品號,品名,數量,製造日期,有效期,批號,商品條碼,群品,明細備註,入倉單號,虛擬倉,庫存等級,版本號,原因代碼
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-1-033,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/20,,,良品,儲C05B0124-0|棧一般木頭|空調'6/22-1,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-1-034,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/20,,,良品,儲C05B0145-0|棧一般木頭|空調'6/22-1,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-1-035,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/20,,,良品,儲C05B0164-0|棧一般木頭|空調'6/22-1,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-036,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,1600,,2027/03/27,,,良品,儲C05B0302-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-037,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0342-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-038,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0522-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-039,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0523-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-040,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0543-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-041,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0662-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-042,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0704-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-043,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0705-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-2-044,,BK9275,LOTTE Pepero 杏仁巧克力口味餅乾棒32g,3200,,2027/03/27,,,良品,儲C05B0723-0|棧塑膠寬|空調'6/22-2,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-045,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0764-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-046,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0765-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-047,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0782-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-048,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0785-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-049,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0802-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-050,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0803-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-051,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0842-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-052,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0862-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-053,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0863-0|棧塑膠寬|空調'6/22-3,,A37,,,
27712880,樂天,,2026/06/18,,,LOTTE-20260618-空調'6-22-3-054,,BK9276,LOTTE Pepero 白巧克力口味餅乾棒32g,3200,,2027/04/16,,,良品,儲C05B0882-0|棧塑膠寬|空調'6/22-3,,A37,,,
